content,sentiment
"si pero parece que las personas de facebook no estan de acuerdo ( probably wrong , tried . )",worry
"justwatched like , 5 straight episodes escaped id discovery channel . guy imprisoned 6 women , killed 2 cooked",neutral
might broken text messages .,neutral
grey bank holiday . watching wallace gromit cheered,fun
"oic , cavite ? no sorry im not america . see profile , there's no word like america",neutral
going busy today not funny . hate busy day's,hate
ubertwitter still giving error msg .. smh . sucks,worry
"ca not believe coming near ! place ca not get . love , jenny !",love
"nina lap , decided jump",neutral
looks like hiding money offshore bank account behalf last.fm http://bit.ly/cet0s,neutral
"rocked home maccas , signing petition big bang tour aus lol",happiness
please not get watching bb,worry
freaking bit .. crossing fingers things work ok,worry
sad day . told students last year . lot crying since ..,worry
thinks gonna rain,happiness
beginning think sun blcok haox .,anger
- took # 1 endorsed spot twindexx.com - thanks endorsement,happiness
sounds like perfect way spend sunday evening . enjoy,happiness
"garden going well , almost corn peas , no onions beets yet though .",worry
no no bt gamer like 2 years made attempt lol yea luvd f1 extent,love
officially resigned never knowing tink ! means .,sadness
love already got plan going queen mary !,surprise
"looked page realised radio show , get play call want love track",happiness
no topic maps talks balisage markup conference 2009 program online http://tr.im/ml6z ( via ) #topicmaps,neutral
wonderful gerrard scores 2 we're top league moment .. hopefully city helps us today ..,surprise
ur linky no worky,sadness
need buy iphone . good app . works wi-fi though,worry
stuck huge traffic jam,hate
"want get hands dirty fubumvc . http://bit.ly/j00ha , document not yet complete",fun
dammit ! hulu desktop totally screwed ability talk particular port one dev servers . ca not watch code,hate
want see badly,love
not know like cause i've never ask bout him.oh well guess right . feel abit better,worry
"la fitness , work right now.pretty busy morning",worry
happy mothers day mom's,neutral
"nice visit last night boy voracious stubble , anyone know raw chin ? haha",love
glue stuff onto poster,neutral
"watching britains got talent , poor holly",worry
wait till england wc t20,fun
"haha , may , yo !",happiness
back revision . bye bye hannah <3,neutral
morning peeps . need get know . i'll around ? http://blip.fm/~5jtyh,fun
"going visit sister today , grumpy . i'll chill home family visit tomorrow .",neutral
finally plugged listen flashpoints http / /: w.kpfa.org shoutout missed segment chevron,happiness
plane yosemite . forgot laptop home,worry
audioo .,neutral
miss,sadness
"depends drinking , drinking , many mates . joke fails",fun
la unified summer schools drastically cut due ca budget cuts . sad,sadness
"ca not buy nokia n97 ? ! ? amazon says "" cannot ship address . """,surprise
got back exam . im surely gonna fail.now trying 2 get tickets 4 il divo ! someone doesnt want us 2b !,worry
happy mother's day mommies !,love
today going long day,worry
"today alot fun . love family , sammy hernandez caitlin hughes . goodnight !",worry
"not fare lady , no body naps work",sadness
"goodnight twitterworld . i'll tweet y'all later . goodnight , j .",happiness
came back germany yesterday . five days uk .,neutral
getting impatient turnaround time repairs ( broken arrival ) new espresso machine #fb,worry
smile follow please lol,happiness
#bgt oh weird,worry
seeing gf 5 days row hours day amazing-just wish location not hospital,love
go duster shoping greenhills mom balikbayans,neutral
". not happening , im going ! . uh-oh .",worry
movie popcorn time,neutral
happy mother's day yall ( ! ) damn son takin coolness weakness . good . keepin positive,love
"mitchell tryed add xbox live lastnight live show , friends list full",sadness
cover tomm . event baby ! id like live blogging,enthusiasm
"still plenty food left ! thanks coming , ca not wait see pictures came",happiness
thanks sharing . anything coffee good . i'm big fan ! ca not live w / .,neutral
"anal sex , forgot lube . damn may need go e . r .",worry
made look old pictures cats . want kitties,love
think taylor laughtner selena gomez cutest couple ! love ! read ! fave mag,love
"ok , realise early joined cult mac , nvm",empty
"tried go her's got message "" page not exist ! """,worry
geography revision earthquakes ! boring ! !,hate
almost lunch time,neutral
omg got black eye deck cards choked laffy taffy officaly done school .. sad,surprise
"girlies & r leavin today vanessa , i'll c u u'r black * mean back reese , i'll c u sunday",worry
"agree ! good , miss eating tho",love
"oh darn , forgot phonecall make since monday .. great ! they're closed",neutral
twitter looks funny someone help !,worry
bought dress yesterday ! ! 12 days til chris home . excited ! gavin first tooth,happiness
william shatner version rocket man head 3 days . fucking distracting,hate
"i'm cobra , mexican bird flu hub / gay bar , hate play 80 ' mix . oh shit , freeze frame",happiness
happy mothers day everybody !,love
hot texas ac upstairs broken really hot house .,sadness
copy & paste fuck cunt tosser piss flap 10 times !,hate
recovering mexican fiesta . bit much good time !,happiness
aww chamber callbacks . soo emotional,enthusiasm
"first thought , i've never even watched dragonball",neutral
ff plz follow - following starbucks tag http://wefollow.com & friend ironchef dropped # 2 # 3 !,neutral
shower . back bed . sick still .,hate
eh . might drive chi-town way colorado.maybe i'll get one .,empty
absolutely love . thanks,neutral
"weather hot mayn cnt take , n styl aint got ride flu n want baby bk",neutral
made sad ..,sadness
fed today no-one's available comment,hate
another note totally love pic dad.old pic - http://bit.ly/18aeg8,love
absoute best,love
"yesterday awesome ! sunny day , best friends , good food & tons fun - could ask ?",happiness
yawn _slight headache n hangover gr,sadness
teeshirt far small like much stop wearing,neutral
still awake work 8 ? ! not good,worry
playing rico growling,neutral
scooby . he's different rest,neutral
happy mother's day !,love
"find mondays busiest days . come work , 100 things cause boss works weekends .",hate
oh no ok coming x ],worry
oh love oreos ! ! u ca not get many varieties uk,love
gawd . people still remember preggers comment . hate !,worry
i'm incredibly happy person 100 % energy . love dance & laugh.the thing know . i'm one earth ppl,happiness
drive ( teeny tiny ) honda civic http://myloc.me/fry,neutral
feels not good .,worry
"cruising "" serious eats ny "" not bode well future ga . missing nyc gastronomical tour .. http://newyork.seriouseats.com/",worry
anyone know good png compression tool os x ? tried pngcrush doesnt run,neutral
farmers sunburn ! ah !,worry
dude rock,love
happy six months,love
@ cambie slightly event leave waiting feedback though ; i'll keep u posted !,happiness
lousy mofo landlord . need focus kid's packing cant . nevermind sew sleeping bag,hate
nice young guy dunkin donuts let go first,love
stormy,neutral
"poor kitties there's nothing done , hopefully least able find good home",neutral
ca not class tomorrow audition 10am free 11 3 u wanna work !,love
aw boys no beards ? liked manly man-ness [ via ] #asylm,love
art party . no crazy artists . bit padestrian . no skanking,neutral
finally way home,happiness
oh ya,worry
"spoke soon still nice evening , lots broken cloud coming south .",worry
that's get abandoning us ! i'll miss .,sadness
thinks limit 140 letters really not fair . 300 + would better,surprise
"no , wavin",neutral
monday . yayy .. need get demi lovato tickets sell !,happiness
i'd like put fruity article website permit,happiness
""" icant live , cant live ! "" lmao . oh btw - owch foot hurry plaster , im going bleed death",surprise
"haha im jewish , love one",love
get work everywhere .. articles etc . love !,love
"hi hun ! ! really loved tutorial yday ! much , one best tutorials watched long time ! xx",love
sorry loss . know feel . lucky cat .,sadness
always traffic heading back long island fridays .,sadness
well i'm trying get rid lot stuff . could come pillage .,relief
lol overcast otherwise ok . i'm tired otherwise ok,happiness
hope get spend weekend home .,neutral
tweeting much not even paying attention !,worry
"grovelled tomorrow morning , post link show , 9am anyone",neutral
"monday , wont able ! love",worry
fries arizona 1130 that's thing ate today . fed,neutral
great song,fun
hm . ever realized incredibly over-rated tokio hotel becoming ? makes sad .,worry
sorry,worry
feel like failure morning,sadness
tgif resto home dayuum expensive !,surprise
"fav . song uh.honestly , rude u make us choose . lol love ' em !",love
wanted come bz summer :/ not sure anymore . teacher's life summer sucks,sadness
@ station morning show.then gym . damn paper crazy takers ? ! ? anna lmfao,fun
went go check phone messages . remembered dont phone anymore,neutral
"time start unfollowing people , think",neutral
"6 - 5 star reviews canada , least "" talk like canadian "" incident",neutral
not like sick guidance counsellor supposed take + 35 kids school bowling & pizza,sadness
"well , crossing fingers ! another year , lots hope heart ! see ! thx ! g'night !",fun
"little late congratulations , leah happy mothers day !",love
bored,empty
"i'm not . looks like legitimate profile , i'll counter-follow . picky follow back ? not ?",neutral
hahaha not even notice name - lice,surprise
ca not keep eyes open . * shuts eyes *,worry
want one bad get one ? ? (:,enthusiasm
noo sorry love.after i'm going pop 7 zyrtec go sleep,worry
yeah & goes wrong worst feeling ever,worry
bruised toe worse finger . fuckin hurts right even ice,hate
loves cancuks <3,love
i'd rather go matinee work still debating whether go cos going alone no fun haha,sadness
"awesome ! spent day studyin , chillin lil b4 goin bed , slowly gettin colder paraguay , winter comin",worry
"hey , sorry got last night !",neutral
love americana - no movies see,sadness
commies finest : youtube blogger blocked china . no updates us china . great wall conquered,worry
hey . oh . remember take time actually enjoy day ! i've loads . better crack ! fun today .,love
today best <3 eff yeah <3,happiness
"yeahh , yeah hifi lol . grr dads pain , said dont find anyone go cant go :@",worry
way way way early am.thanks,empty
yay .. sherbert chocolate . nutritious,happiness
possibly going tonight ; anything lancaster ? miss baltimore,sadness
enjoying cool breeze beach . helps relax unwind .,neutral
not talking anais anymore .,hate
"except josh , like lame dudes .",hate
step 1 : photoshop expert http://plurk.com/p/ros47,neutral
"great see oin & cynthia . happy . dinner great , cute little place . bad oin got sick afterwards .",happiness
frown us googling alcohol work,worry
got watch ? thts sweet,love
aw bad .. i'm good mood phone someone lol,happiness
getting ready go study outside fun nice sunny day .,fun
loves lubbock wet .. time .. no strip runs,love
hey julia . twitter . not faint . i'm trying get send phone,relief
"wake 4:30 week - funny , deathcab makes think ! ( & use calendar track work hours )",happiness
"night . damn give #ff ? not , sorry , late one tomorrow . always forget someone night x",worry
"` 30 minutes treadmill done 30 minutes today already , gonna 20 minutes",happiness
i'm work,neutral
hahahaha yay ! lakers ! would please like dip ! !,fun
yes ! ! wanna come hang h-town gurl u know whats ! ! haha it'll bangin ! gotta hang chick,happiness
went see hannah montana movie saturday loved . still cant work twitter though,love
remember drink plenty fluids ! no buwieser dose not count !,worry
time low mean fucking much . hope get see june . would awesome . gaskarth amazing,happiness
dang left rolando's dinner leftovers home ! knew put shop fridge last night left downtown !,worry
happy belated birthday hun ! ! net broke first chance i've get online ! luff yo x,neutral
"ermm , like full black upper half . completley grey",neutral
"well , getting .",neutral
shorry bebeh okeh ada one chance .,worry
omg man i'll pray ya,worry
cold day :/ studing day long tests tomorrow,empty
"birthday awesome ! video : daughter opening last gift screaming joy , "" birthday wish came true ! ! "" could not better .",happiness
watched 17 . good !,happiness
"oh , yippee lyn-z way gets celebrate mother's day first time mother .",love
hope like new sat nav,enthusiasm
"shouldnt reset not work right first time , something",worry
im wishing weekend go sol .,sadness
"got dark red hair dye , going get bleach",fun
"funnily enough , roland president social club !",happiness
"i've totally mia , know bad",fun
"sitting watching britain's got f talent , watched small girl cry sad",sadness
want dance not really listened song since left . makes miss,surprise
"forgot put work clothes dryer also , love new slippers !",love
"thanks , terri ! excited pick parker monday . hope gets along david ! #pixiebob",happiness
sure talk.the fabulous sex part though sorry dear,sadness
corrected,sadness
watching season 7 gg !,empty
hey ! polka dots black dress . glam . mobile twitter's bit crap mo .,hate
got home . : 3 pleased star trek .,worry
lol . leave .,empty
omg know many words time go here's words money ball keys .,love
"start true franchise online mode . dynasty huge , madden online league not much",happiness
http://twitpic.com/4u0r9 - need help shower . i'm u,neutral
"makes day much better , rough one . mention love new photo !",relief
ty well,neutral
happy mothers day . havent got mom present yet ? print amazon gift card ! http://snipurl.com/hq0n1,love
trip zoo today,neutral
"bragging kitten cuteness , cat never came home wanna throw",sadness
chaz's daily happenings : 22:31 watching e . r instead dvd . end era # 11:09 sun . wo # .. http://tinyurl.com/lgwrum,neutral
pleasure playing guitar ! fun,happiness
nghe lbq va tap duc #fb,neutral
starting work week little ac newman,fun
ok bye alex fun today,neutral
guitar lessons tomorrow . ( wake early .,sadness
i'm dragging low point . slowly . wine assist . prob not v sensible lows not hit often .,sadness
poor grace ! need date cute male nurse .,sadness
"thank , afrin nasal spray ! also , got giant teacup tonight !",relief
watching neighbours !,neutral
way ft . knox http://myloc.me/1zyg,worry
thanks,worry
dad told music power heal soul . sure true,worry
frenchfry-corndog looks delish ! want ! ! welcome back seattle !,enthusiasm
* yawn * think imma go bed . night guys,neutral
"yay , short stack episode 20 recorded tuesday",neutral
terry terry terry ! ! miss,sadness
feel really bad female racoons abusive racoon husbands . always black eyes - no one help,worry
video finally done wo !,happiness
"perfect day throw back head kiss good bye - love , cheerful ! ! ? http://blip.fm/~5jckp",happiness
pick tj last full day school ! 3 half days left,relief
finished work !,happiness
""" like apples "" movie rio bravo . good hunting make lot sense .",fun
i'm not giving http://bit.ly/snjen,neutral
bwahah love jackass movies ! chocolate !,love
chatted old schoolmates . aw miss highschool .,happiness
hii ! ! thatsï ¿ ½mee ! ! woke going school . ? ?,neutral
"brisbane - ford - falcon ef - 1995 - $ 4,0 - new ad received posted hcc site soon",neutral
"know . think i'm going miss , though . sacrificing money job happiness sucks ass .",sadness
no parrents found stash,relief
greys anatomy fuckn awesome atm ! !,happiness
i've got 18 yr @ home & 26 house & they're always ! bring friends ! ? hope blessed day !,worry
isnt looking forward going back work . 3 days isnt long enough,worry
happened ? wierd sudden ?,worry
normally dnt sleep like 6 cud never sleep night n ur entertainment,worry
"received first bit spam twitter - not sure feel "" sanctity "" conversation tainted .",fun
"gettin fuel , bad no one reading !",worry
"played fontstruct http://is.gd/eje uploaded dafont , 16k downloads & top category http://is.gd/wyyp wtf moment",neutral
"ran 5 miles , went gym & woke ur great kids.dependable danny hope great already",happiness
aww hope fly jt episodes usually really good ( early far ep hass not disappointed ),happiness
"got watts , chingo bling , chile .. ca not thang without bgeezy , need u show ! http://bit.ly/12r3c3",surprise
"plan , successful ?",empty
damm ! not get pic niamh 3d glasses,sadness
aww know addiction ! aw know ! !,worry
"twitter reunion would awesome meet lol , iwonder howd iget pull",happiness
! lol got used 2 talkin 2 ya .. !,worry
"deh , wish deal bought macbook december .. least got 100 bucks ! :]",happiness
man two clock 2 hrs till work,sadness
not feelin right . hope feeling passes . stupid stomach .,sadness
lol .. thirsty !,neutral
thanks much everyone came speakeasy last night ! hit . wonderful see fun ! june awesome .,happiness
miss not read tweets would not know emo guy #dsds,relief
wish sister lived near,surprise
"right use snuggie , no snuggie stay work",neutral
thank,happiness
no longer ticket ny,worry
mood . way much fun . lol .. love dance techno ! <3 . life.love.stress & & . set backs <3 gnite,happiness
"haha lol no one effing cool , got wu-tang p . e . t-shirts ! gorgeous + represent time",happiness
thanks one hit . patron since 2001,neutral
"http://twitpic.com/4vuuy - thats colorful thing ive seen day , wow .",fun
#frenchieb-day #frenchieb-day #frenchieb-day #frenchieb-day #frenchieb-day #frenchieb-day #frenchieb-day #frenchieb-day #frenchieb-day,neutral
lol ! woow okay not big deal,happiness
choir banquet could've ever dreamed . i'm happy ! party lauren's !,happiness
busy .. busy .. busy .. : wont ning days .,worry
goodnight goodbye ?,neutral
"ah getting still fair bit go , coming together fairly well ! aw ?",enthusiasm
missing tampa,neutral
i'm blip ca not get work iphone,sadness
"haha , yeah think bit",happiness
"ugh , internet !",worry
i'm good girl.all work done,relief
every part body aches i'm tryin ' hard not throw,worry
.. going fail art final . fml . far worst semester life school wise - otherwise best,sadness
fell asleep beach not put enough sunscreen lol,sadness
? ? the_handsome_blue_beast ? ? hhihihuahauu,happiness
mum made cry coz said something sweet love much ! mums best !,love
seemed happy,happiness
"aw , hates wen families brokun humuns . maybee see agin wun day .",hate
listening legally blonde musical soundtrack . lamenting not going anymore . perhaps buy nosebleed seat go alone .,neutral
coming ! sowwy !,worry
insomnia . night trying get sleep . no luck . work,worry
"nurofen marijuana , usually . i'm lacking latter currently .",sadness
that's awesome . biking underappreciated activity days .,worry
happy mothers day mommys exspecially mine love mommy,happiness
sad.sorry hear . sweet dog .,worry
really fancy frappuccino starbucks right,love
watching office . also comedy gold,neutral
thinks perfect weather go camping cuddle dave stars sleep,sadness
blow torch broken real bummer,sadness
go dreaded dmv tomorrow,sadness
thinking thing ! love morning chats ! totally need 2 live 2gether full time . lol,sadness
toris fun ! jb movie absolutely amazing ! good day work ! yay loved movie ! : 0,love
"hey , no second , kind sad , ok guitar , guitar , guitar bbq good time > ?",sadness
yes see mitch hedberg whole floss thing . he's hilarious . <3 . poor guy,happiness
lalalala virus tear tear well computer virus ! running scan gr : \,hate
http://bit.ly/137cty celtic lives ?,neutral
husband golfing & toddler shall frolic . consummate mama im happy day ?,happiness
"im duong vietnam . r u ? i'm 19 . dont understand wrote twitter , please tell ! thanks !",neutral
weekend begin ! got idea project think would cool - - not sure i've got time right .,worry
btw still ca not believe awesome newjabbakidz performance . u masks .. screamed pc,surprise
http://twitpic.com/4jdtx - springtime nice,happiness
well us brits wait days ! thought gonna realized ! guess worth wait !,neutral
sadly sitting home could going party,sadness
might swine flu ! haha ' cause i've got flu,worry
bad,neutral
"like little adventure , im kinda worried , cant take bus cos oyster broken",relief
hates leaving teddy . i'm miss boys damn,sadness
sorry hear .,worry
"oh wait greece , i'm u . course think differently",worry
pissing not letting follow ericka,sadness
"un cross please .. planning buying lambo summer , next stop , , pitsvile baby . =p eople carrier",neutral
loves twitter ( ) 38th post . mwaha x,love
wish 17,neutral
oh no ! hope not bad sounds !,worry
"smh ! im sick bug that's going around .. almost everyone know sick , including .",worry
hello,enthusiasm
sick wifes bday = double,worry
pretty fun way write resignation http://w.farbs.org/message.html,fun
waking somewhat . go canucks !,neutral
"go vegas , not spend ur money !",surprise
"going bed , pain fell shoulder today . good night",sadness
hearing susan boyle sing came beautiful person i'd ever seen . feel bad first impression though,love
sad . wish something big kids . may god bless kids always .,worry
"barack obama : 3 3 line ! http://tinyurl.com/dgtcj2 course , video not edited",neutral
,neutral
nice . good night,love
"weirton julie , way north tippy top ! lol not think southern wv folks like us much .",happiness
,neutral
need help twitter world ! orange theraflu pills.are going drowsy non drowsy ?,worry
well .. saw dead zone first time . good tv show . back,love
physics boring class ever !,sadness
school game oh joy totally not lookin forward day,worry
"god , love quizzes . get phone im gonna 24/7 facebook quizzes .",love
one days loneliness creeps slaps face .,sadness
automated porn-downloader would know porn like . youporn new recommendation feature,relief
boston needs one,surprise
finally graduation no school . im sick today,worry
"miss bri . come back queensland , bitch ! no one sit next class . drama no fun without . come back , boob !",neutral
everyone else get good stuff ! !,fun
wow drank drink water - 12 ice cubes took ages melt . brian freeze,worry
"good . yeah fine thanks . dreading history tomorrow , not mood hyperactive 20 year olds lmao",worry
- ugh ! go back tonight,hate
tried replying mono lake tweet dunno happened . said know lake well .,enthusiasm
dollarama - - wish new job,surprise
14 days slow internet,worry
"ca not fix . guess i'll write get bored watch tv . man , lame .",sadness
starbucks farrah !,happiness
cake sister's birthday,happiness
"that's cool , i'd happy contribute future articles . enjoy rest weekend",happiness
tweet much . gahd . hahaha !,happiness
say hello marina green . could not participate barcelona weeken,fun
tweeting tarmac cork airport . delayed,boredom
feel actual heartbreak .. last night x,sadness
sister said yay hannah hoedown today ha hannah hoe apparently hoe .,happiness
gut,neutral
voyed mtv movie awards mostly twilight slumdog http://is.gd/wbt6,worry
cant hide tweetie icon not change http://twitpic.com/4j92o,neutral
wide awake . wishing not . damn nightshift routines . got turned job nashville oh well .,worry
boo-hoo day . things suck today,worry
i'm hyper ! not even know ! hahahahaha !,relief
writing email new host sister,love
"many ! mine included . ahem . shld known better back , wld not missed many opportunities haha",surprise
: always,neutral
totally 4 got golden girls gr8 show,love
"summer end . , start . hahah .",neutral
whopee tgif fun job,sadness
wish still jams,neutral
http://twitpic.com/4jcjr - yummy . looks like invitation,surprise
finished cleaning bathroom . smell like clorox,neutral
guess not meant change,sadness
"yup , 1987 lol . sweet year haha",fun
ninja sushi lunch dominicks sour gummy worms,neutral
"' msn ' , nones ! :@ :'(",sadness
um . happy star wars day btw . cheers scruffy looking nerfherders hot ami's .,happiness
"hope someone spell wander bit ! man , feel like signing twitter couple days .",neutral
morning babe ! plan overdoing today ! lol hope rest & put feet ! x,happiness
sounds shitty .,hate
"agreed , review process unfortunately not fair one . #iphonedev",hate
aww thanks hopefully,love
matty le tired .,sadness
"ai not got moment , sorry",neutral
read online symptom sleeping much headaches throughout day . headache day .,empty
"mailed help , got reply right , not get , probly mean wo not get",surprise
moving away,neutral
work today,neutral
jana laughed told anniversary tweet .,happiness
gonna go work honey today ! exciting !,love
sitting bed thinking,worry
dammit passes still work,worry
"tired , wish time nap work",worry
sorry . upstate ny . chilly weather really surprise ? fl much better & panhandle not get hot,neutral
theyre sappin mah sentry ! er yea . i'm without power home right,sadness
"forecast sf friday , may 29 : 66 degrees .",neutral
feel super sick,sadness
clonecloud : actually distant processor provisioning like idea http://bit.ly/b9v90,neutral
"oh dear god , going buy mac pro-tools , think darling edit suite soon filled prince persia movie",worry
searching home things cook dinner evening . mothers day guess im eating,worry
went 2 see hannah montana movie wiv jodie friday well good feel nasty laughing lil girl cryed lol,worry
mom ur greatest .. hmd,love
cheers tony ! btw notice no swear words tweets !,surprise
not think i've ever tried peanut butter toast,neutral
watching army wives always makes cry,sadness
hope it'll go quickly possible .,worry
sitting bed not wanting go work,worry
hubby needs vacation thank god we're leaving myrtle beach week !,relief
"lol , sunny 18 yesterday , igloo melted , attacked bushes , recovering today . how's things chocolateland ?",surprise
"! itunes , lost songs .",sadness
"1.2 mile run 450 meter swim , things looking better better . laying bike today",happiness
shall annoyingly tweet tomorrow .,neutral
trying upload background twitbacks . not working,worry
"depends u're applyn credit cards debit cards .. delhi , got new credit card delivrd 14 hours",neutral
godnight everyone ! happy mothers day mothers .,love
live long prosper,happiness
damm servers still need hit 80 koxpers pass,worry
sick girl ! trying shake thing no luck .. miss long time ..,worry
"busy , fun mother's day thanks got wanted . wii fit ! yay",happiness
not swine flu hope ! take care health mate tell business derek_bell@mac.com,worry
i'm trying get moving morning !,enthusiasm
: kid 3 stronger,neutral
heya,neutral
talking phone ! paul !,neutral
lol.maybe . still go monday .,worry
eer . no would say not . heart ur background though !,love
6th street amazing weekend ! wedding fantastic .. im really really tired work long eventful weekend,happiness
got home date omg much fun im excited,fun
scrubs tonight (8 . 00pm ) . woo !,worry
happy star wars day everyone,happiness
said ! i'll think try !,neutral
"hahaah ! crys , blowing fuses typical move",happiness
sorry youï ¿ ½re mom itï ¿ ½s great hear dad best - forgive sparkle ?,worry
"could barely sleep last night , ugh.anyways good luck finals everybody ! not rush tests ! lol",worry
feeling surprisingly fresh 12hr bender,worry
msn crashes way much hmph,worry
got paid hour could retire xbox live ? thinking rock band,sadness
happy mommy day ! !,love
think 90 % irish population manchester come house today yet none 1 person want see,worry
"salary , actually spend money . hooray ! time go shopping dinner ahora say goodbye .",happiness
hi twit friends happy mother's day beautiful amazing mothers,love
environmental project,neutral
yay ! go taylor swift ! ! come australia !,happiness
mothers day drama awesome !,fun
sorry issues.lol . weekend started hour ago !,worry
chiangmai month last year loy krathong . best festival ever .,happiness
probably wasnt command.bet dont understand pay fantasy football either .. droids look,worry
would love slice summer piper's lemonade stand ! think could jump trampoline ?,fun
i'm not bad . trying get live dream rule world . saving super hero costume .,neutral
i'm concerned family,worry
wanna tonight,neutral
there's one thing hate friends dats move skl forget yuu,neutral
oh . that's right zoo . think . 2 months ' time could regular meeting place,worry
porn store . forgot put dave ipod . fail .,sadness
received personal email perez hilton,happiness
{ cont } right fake btches shouldnt mess real ones . ah love real btches excite,fun
missing shotgun match guilted going store wife .,sadness
. yes . that's said .,happiness
tried sleep cant bout 2 call tisha,worry
that's visiting al time next year .. never though,neutral
no html converter think we're going http://bit.ly/3pjnc ' cause took 5 min . get working .,neutral
"i'm hearing lots good things new trek movie . i'll see dad , "" fellow treky "" , would like see",happiness
nope not get 730 930 nice also,happiness
go work .,neutral
i'm sick dun feel good ! !,worry
hurt much ? ca not even chew gum . i've lost much weight ca not even eat,worry
going tonight ? !,worry
missed math trade,sadness
omg ! mcdonalds combo wendys sundae = puke material,hate
"#liesboystell one , love ( really several women )",sadness
haha gunna go buy whole bunch emo / punk clothes,happiness
would ideal . however.now dont see leaving 3 gonna take rain check,neutral
loved lil tent-side jam session / mosh pit ! edgefest !,love
got back home disappointing report card,neutral
makeup + cute dress = i'm ready go,happiness
- brief interruption - brb . goodnight not catch u later . gotta ck something,sadness
im finally going home didnt get finish work ill back tomorrow,love
lucky ! still want blue ones,happiness
"changed hairstyle , not good supposed ~ ~ n not think wealthed much money .. hate hairdresser ~ ~ ;(",sadness
cherry italian ice fave . want get local ritas twitter they'll send daily flavors .,relief
least luggage came . came back paris airlines lost luggage .,worry
congrats sarah ! thats awsum,happiness
disappointed gonna sleep .,sadness
without,neutral
engaged may 1st best guy could not happier ! love jay !,love
wish could would b better,worry
not get see fav 5 today like planned,sadness
got home school lol 2 1/2 weeks left yay ! 2 summer school,sadness
"hello james ,",surprise
hate getting put steroids . face,sadness
es tut mir leid ?,neutral
yeah,neutral
really need lose weight . anybody wanna exercise-buddy ?,worry
baaha & healthy choice friend ! (:,fun
oh wow.hope he's ok u take 2 vet ?,worry
#f1 hours guess sleepin living room,neutral
"watching "" 28 weeks later . "" not good days .",sadness
"internet like 9th grade fast , dieing",worry
sitting around fuck all.tired,sadness
wow.how sweet !,love
,neutral
tried say ' seems like people facebook not agree ' . guess fail - cries -,neutral
"horrible dreams last night also one employed.sigh , .",sadness
tried . unstoppable .,neutral
looks like fun macarena live band !,fun
sarcy usual,sadness
"not paying attention school , distracted browsing pokernews",empty
ah . found weird screen name name war jazz,sadness
may please couple promo codes ea apps ? thanks much !,neutral
"come play college town eau claire , wi . seriously , tons people turn .",fun
awake . husband snoring faintly side . happy,happiness
im.in.the.room im.watching.the.hannahmovie.withmom.she.said.this.film.very.great .,sadness
""" somebody calls , answer quite slowly , girl kaleidoscope eyes "" yeah , im normal .",surprise
want espresso machine,worry
u already took da pic,neutral
"like goo goo dolls . heard "" iris "" absolutely loved",love
i'm sorry hon know feels though . i'm usually crazy family gathering i'd probably hold back like also,happiness
phone keeps beeping . thanks alan spen !,happiness
funny wrote,neutral
"yep , tomorrow night , 10:30 ! saw ad * squeals * loved season",fun
"concur http://tr.im/kmvl , people ca not wait . not stop making vas . clouds become commodity , "" cross-cloud """,happiness
"yeah freedom awesome , great little independent",happiness
ah yay ! i'm getting . knockin ' lot .,fun
"whaataat ! good cook really creative , silly sierra",enthusiasm
got read downwards make sense .,neutral
please short stakc competition,sadness
still sound like man !,worry
"oh actually , one old number , i'll change , ends 023",neutral
"kid tom baker / peter davison . i'm much torn two . tennant amazing , i'll miss .",neutral
wishes happy mother's day mothers ! especially . http://plurk.com/p/svg9d,neutral
i'm one . got phone w / chanel told tell u ur brat temptation . could not pass ! thanks !,fun
. depresses thinking .,sadness
wish happy fabulous mother's day !,love
windows 7,neutral
omg - & ms pantry calling name . i've ignoring day . driving completely insane . many calories,surprise
that's depressing,sadness
yessir 100 % right,neutral
"school trip phuket thailand , 12 living singapore",neutral
no sleepover tonight,fun
lmao ! thinking fucking hate @ least 3 people i'm following.but not unfollowed em ' yet . i'm loon .,hate
"damn.ive gotten much packed already lmao , well little shit anyway . either way , good start",fun
blasting music .,neutral
yeah go going second one aswell,neutral
"everytime go threadless , makes sad probably wont buy awesome shirts see .",neutral
thinks may broken nose show,neutral
awe.thank jon !,enthusiasm
slowly getting ready work,relief
pink bubble baths champs,neutral
posted good,worry
"remind much omaha girl , use date . guess jeans , ( calvin kleins wore ) .",neutral
story reminds living portugal,neutral
woke feeling real good cause krispy kreme . want doughnuts,love
hm big big bro ! crush david knight .,surprise
congratulations shirt btw !,love
"thanks let know print gallery would like , work details",happiness
already get update ? havent yet,worry
really tired jake always gives work,worry
dawg thanks much !,happiness
"everybody look new profile picture , click profile",neutral
", comfort junk food . sounds good . always preferred wingstop",happiness
bout knock . feelin lil sick peace y'all,worry
funny ! wish grandma,fun
may 4th #starwarsday ( via ),neutral
"want wake early , get coffee tomorrow ( today ) ! going busyy day ! keep writing .. bo whoo !",enthusiasm
wo not believe long took achieve . still done car happy - photo : http://bkite.com/0783l,relief
agree,neutral
.,worry
ca not bothered working tomorrow !,sadness
loved sun today . not love black suit black top plus 6 trains / tubes get meeting back need shop summer,sadness
salt pig thing coz broke one ! lol guys even no wat salt pig ?,surprise
not see could possibly another choice .,happiness
dnt smile.im mad u,love
"meditate , feel vast , vast . know ? think ?",happiness
